bug_id,hunk_count,divergence
Compress_20,6,0.4579
Compress_22,7,0.5106
Compress_29,14,0.6290
Compress_33,3,0.8571
Compress_34,2,0.5000
Compress_35,2,0.7360
Compress_39,2,0.4362
Compress_40,3,0.5431
Compress_42,2,1.0000
Compress_43,4,0.5670
Compress_47,3,0.4255
Csv_7,2,0.0000
Csv_8,2,0.4708
Csv_13,2,1.0000
Csv_16,4,0.1849
Gson_1,2,0.0000
Gson_3,2,0.5170
Gson_4,12,0.6923
Gson_7,2,0.0000
Gson_8,5,0.0000
Gson_9,3,0.7917
Gson_14,2,0.1391
JacksonCore_1,3,0.8916
JacksonCore_2,8,0.6673
JacksonCore_9,6,0.0000
JacksonCore_10,2,0.6045
JacksonCore_12,8,0.6333
JacksonCore_16,3,0.2585
JacksonCore_17,3,0.5842
JacksonCore_18,4,0.8250
JacksonCore_19,2,0.0000
JacksonCore_21,2,0.0000
JacksonCore_22,7,0.8065
JacksonCore_24,4,0.9448
JacksonDatabind_3,2,0.8809
JacksonDatabind_4,4,0.0000
JacksonDatabind_6,2,0.7131
JacksonDatabind_8,2,0.5170
JacksonDatabind_10,5,0.6802
JacksonDatabind_13,2,0.0000
JacksonDatabind_14,2,0.5499
JacksonDatabind_15,11,0.8778
JacksonDatabind_18,9,0.4994
JacksonDatabind_20,2,0.0000
JacksonDatabind_21,2,0.0000
JacksonDatabind_22,12,0.6334
JacksonDatabind_23,7,0.1819
JacksonDatabind_25,4,1.0000
JacksonDatabind_29,2,0.0000
JacksonDatabind_30,6,0.7742
JacksonDatabind_31,13,0.5211
JacksonDatabind_32,2,0.0000
JacksonDatabind_36,2,0.0000
JacksonDatabind_38,6,0.8274
JacksonDatabind_41,2,0.4291
JacksonDatabind_43,2,0.4283
JacksonDatabind_48,2,0.6667
JacksonDatabind_50,6,0.2080
JacksonDatabind_52,2,1.0000
JacksonDatabind_53,7,0.8203
JacksonDatabind_54,2,0.7050
JacksonDatabind_55,3,0.4628
JacksonDatabind_56,2,0.5615
JacksonDatabind_59,4,0.7929
JacksonDatabind_60,4,0.2566
JacksonDatabind_61,3,0.8571
JacksonDatabind_65,3,0.9623
JacksonDatabind_66,3,0.3043
JacksonDatabind_68,10,0.4631
JacksonDatabind_69,6,0.4527
JacksonDatabind_72,2,0.0000
JacksonDatabind_73,4,0.9172
JacksonDatabind_75,3,0.7491
JacksonDatabind_77,2,0.0000
JacksonDatabind_78,3,0.0000
JacksonDatabind_79,4,0.9375
JacksonDatabind_80,3,0.0779
JacksonDatabind_81,7,0.3772
JacksonDatabind_87,8,0.3069
JacksonDatabind_90,2,0.8000
JacksonDatabind_94,2,0.0000
JacksonDatabind_95,4,0.9420
JacksonDatabind_103,26,0.9913
JacksonDatabind_104,3,0.4804
JacksonDatabind_105,2,0.0000
JacksonDatabind_108,2,0.4255
JacksonDatabind_109,5,0.8182
JacksonDatabind_110,3,0.4137
JacksonDatabind_111,9,0.8171
JacksonXml_1,2,0.7545
JacksonXml_2,4,0.2412
JacksonXml_6,2,0.0000
Jsoup_3,13,0.8896
Jsoup_4,2,0.0000
Jsoup_7,3,0.0000
Jsoup_11,4,0.0000
Jsoup_12,2,0.4000
Jsoup_14,2,1.0000
Jsoup_16,3,0.2855
Jsoup_18,2,0.4796
Jsoup_21,3,0.8726
Jsoup_22,6,0.8936
Jsoup_23,2,1.0000
Jsoup_28,6,0.8677
Jsoup_29,2,0.4708
Jsoup_30,3,0.4199
Jsoup_31,3,1.0000
Jsoup_36,4,0.5951
Jsoup_42,2,0.8004
Jsoup_50,2,0.3897
Jsoup_52,4,0.9788
Jsoup_56,10,0.9241
Jsoup_58,4,0.9440
Jsoup_59,2,0.0000
Jsoup_60,2,0.7143
Jsoup_63,5,0.8686
Jsoup_65,3,0.9495
Jsoup_66,2,0.5779
Jsoup_67,2,0.0000
Jsoup_71,3,0.8182
Jsoup_73,4,0.4346
Jsoup_74,2,0.6609
Jsoup_78,2,0.5797
Jsoup_79,2,0.0000
Jsoup_81,2,0.0000
Jsoup_83,4,0.8638
Jsoup_87,47,0.9367
Jsoup_91,3,0.7857
Jsoup_92,8,0.9069
JxPath_1,2,1.0000
JxPath_2,4,0.0000
JxPath_3,4,0.0000
JxPath_4,7,0.8583
JxPath_7,7,0.7368
JxPath_9,5,0.8243
JxPath_11,5,0.7745
JxPath_13,11,0.8013
JxPath_15,2,0.8809
JxPath_16,2,0.6000
JxPath_17,5,0.8129
JxPath_18,4,0.2902
JxPath_19,3,0.8229
JxPath_20,2,0.6616
Lang_4,3,0.6418
Lang_5,2,0.0000
Lang_7,2,0.2837
Lang_8,3,0.5133
Lang_13,3,0.4679
Lang_15,2,0.6045
Lang_19,3,0.7321
Lang_20,2,0.2783
Lang_23,2,0.0000
Lang_27,2,0.6240
Lang_30,7,0.5097
Lang_32,4,0.4192
Lang_34,2,0.5565
Lang_35,2,0.7782
Lang_36,2,0.4160
Lang_41,3,0.4505
Lang_46,7,0.6119
Lang_47,2,0.0000
Lang_50,2,0.0000
Lang_56,2,0.2127
Lang_60,2,0.5840
Lang_62,2,0.5800
Lang_63,2,0.4527
Lang_64,2,0.0000
Lang_65,3,0.3416
Math_1,2,0.0000
Math_4,2,0.3333
Math_6,12,0.8540
Math_7,2,0.5706
Math_12,2,0.0000
Math_14,2,0.8571
Math_15,2,0.4394
Math_16,3,0.1916
Math_18,3,0.7145
Math_21,3,0.7210
Math_22,2,0.5000
Math_23,3,0.6634
Math_24,2,0.9265
Math_26,2,0.7335
Math_28,4,0.0000
Math_29,2,0.3608
Math_31,3,0.6667
Math_35,2,0.0000
Math_36,2,0.0000
Math_37,2,0.4130
Math_38,2,0.7204
Math_44,3,0.3139
Math_46,2,0.0000
Math_47,4,0.4012
Math_49,4,0.0000
Math_52,2,0.6231
Math_54,2,0.4076
Math_55,2,0.4553
Math_61,2,0.6732
Math_62,2,0.7008
Math_64,10,0.5145
Math_65,2,0.6543
Math_66,6,0.5808
Math_68,5,0.5273
Math_71,2,1.0000
Math_72,2,0.7545
Math_76,2,0.1312
Math_77,2,1.0000
Math_78,2,0.0000
Math_81,3,0.6772
Math_83,2,0.5566
Math_84,2,0.0000
Math_86,2,0.1792
Math_90,2,0.0000
Math_92,3,0.3969
Math_93,3,0.1710
Math_98,2,1.0000
Math_99,2,0.0000
Math_100,2,0.5436
Math_106,2,0.0000
Mockito_2,3,0.0000
Mockito_3,2,0.5714
Mockito_4,3,0.4197
Mockito_6,20,0.6845
Mockito_9,2,0.0000
Mockito_10,3,0.5327
Mockito_14,4,0.7203
Mockito_15,2,0.8127
Mockito_16,3,0.9786
Mockito_17,4,0.9371
Mockito_19,9,0.9601
Mockito_20,2,0.8296
Mockito_21,2,0.2346
Mockito_23,5,0.2830
Mockito_25,5,0.4019
Mockito_30,2,1.0000
Mockito_31,2,0.5805
Mockito_32,2,0.7196
Mockito_35,3,0.7587
Mockito_36,2,0.0000
Time_1,2,1.0000
Time_2,3,0.9382
Time_3,10,0.3366
Time_6,3,0.0000
Time_9,3,0.2037
Time_10,2,0.4485
Time_12,4,0.4801
Time_13,3,0.3743
Time_23,2,0.4564
Time_26,8,0.8133
