bug_id,hunk_count,pair_count,avg_lexical,avg_ast,avg_package,avg_divergence
JacksonCore_24,4,6,0.979167,0.765683,0.666667,0.76
JacksonCore_9,6,15,0.0,0.8,0.8,0.0
JacksonDatabind_10,5,10,0.87142,0.41668,0.4,0.40159
JacksonDatabind_103,26,325,0.990769,0.978556,0.966154,0.972944
JacksonDatabind_104,3,3,0.897733,0.197533,0.0,0.174933
JacksonDatabind_105,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_108,2,1,1.0,0.12,0.0,0.12
JacksonDatabind_109,5,10,0.99565,0.6,0.6,0.6
JacksonDatabind_110,3,3,1.0,0.1818,0.0,0.1818
JacksonDatabind_111,9,36,0.833347,0.955022,0.944444,0.788369
JacksonDatabind_13,2,1,0.0,1.0,1.0,0.0
JacksonDatabind_14,2,1,1.0,0.2,0.0,0.2
JacksonDatabind_15,11,55,0.914976,0.684853,0.618182,0.662858
JacksonDatabind_18,9,36,0.972372,0.210539,0.0,0.204706
JacksonDatabind_20,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_21,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_22,12,66,0.938438,0.349503,0.30303,0.320488
JacksonDatabind_23,7,21,0.575138,0.120314,0.0,0.057043
JacksonDatabind_25,4,6,1.0,1.0,1.0,1.0
JacksonDatabind_29,2,1,0.4286,0.0,0.0,0.0
JacksonDatabind_3,2,1,1.0,0.6842,0.0,0.6842
JacksonDatabind_30,6,15,0.933333,0.533333,0.533333,0.533333
JacksonDatabind_31,13,78,0.956936,0.203473,0.0,0.194099
JacksonDatabind_32,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_36,2,1,0.8182,0.0,0.0,0.0
JacksonDatabind_38,6,15,0.8836,0.840953,0.8,0.724553
JacksonDatabind_4,4,6,0.666667,0.0,0.0,0.0
JacksonDatabind_41,2,1,0.75,0.2069,0.0,0.1552
JacksonDatabind_43,2,1,1.0,0.1667,0.0,0.1667
JacksonDatabind_48,2,1,0.6667,1.0,1.0,0.6667
JacksonDatabind_50,6,15,0.989,0.086433,0.0,0.086433
JacksonDatabind_52,2,1,1.0,1.0,1.0,1.0
JacksonDatabind_53,7,21,0.96789,0.548438,0.47619,0.530048
JacksonDatabind_54,2,1,1.0,0.3448,0.0,0.3448
JacksonDatabind_55,3,3,1.0,0.2456,0.0,0.2456
JacksonDatabind_56,2,1,1.0,0.1935,0.0,0.1935
JacksonDatabind_59,4,6,0.792933,1.0,1.0,0.792933
JacksonDatabind_6,2,1,0.8065,0.6818,0.0,0.5499
JacksonDatabind_60,4,6,1.0,0.0909,0.0,0.0909
JacksonDatabind_61,3,3,0.666667,0.666667,0.666667,0.666667
JacksonDatabind_65,3,3,1.0,0.8,0.666667,0.8
JacksonDatabind_66,3,3,1.0,0.0808,0.0,0.0808
JacksonDatabind_68,10,45,0.773973,0.241173,0.0,0.180398
JacksonDatabind_69,6,15,0.933333,0.212107,0.0,0.17574
JacksonDatabind_72,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_73,4,6,1.0,0.704733,0.666667,0.704733
JacksonDatabind_75,3,3,1.0,0.466667,0.0,0.466667
JacksonDatabind_77,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_78,3,3,0.972233,0.0,0.0,0.0
JacksonDatabind_79,4,6,1.0,0.833333,0.833333,0.833333
JacksonDatabind_8,2,1,1.0,0.1613,0.0,0.1613
JacksonDatabind_80,3,3,0.555533,0.0606,0.0,0.0202
JacksonDatabind_81,7,21,1.0,0.132652,0.0,0.132652
JacksonDatabind_87,8,28,1.0,0.145846,0.0,0.145846
JacksonDatabind_90,2,1,0.8,1.0,1.0,0.8
JacksonDatabind_94,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_95,4,6,1.0,0.7184,0.5,0.7184
JacksonXml_1,2,1,1.0,0.4348,0.0,0.4348
JacksonXml_2,4,6,0.94245,0.09525,0.0,0.08825
JacksonXml_6,2,1,0.9091,0.0,0.0,0.0
Jsoup_11,4,6,0.984133,0.0,0.0,0.0
Jsoup_12,2,1,1.0,0.0968,0.0,0.0968
Jsoup_14,2,1,1.0,1.0,1.0,1.0
Jsoup_16,3,3,1.0,0.111133,0.0,0.111133
Jsoup_18,2,1,1.0,0.1765,0.0,0.1765
Jsoup_21,3,3,0.955567,0.717167,0.666667,0.672733
Jsoup_22,6,15,0.89428,0.762913,0.733333,0.734067
Jsoup_23,2,1,1.0,1.0,1.0,1.0
Jsoup_28,6,15,0.94906,0.758153,0.733333,0.711067
Jsoup_29,2,1,1.0,0.1667,0.0,0.1667
Jsoup_3,13,78,0.979954,0.716783,0.692308,0.708181
Jsoup_30,3,3,0.9798,0.148133,0.0,0.143667
Jsoup_31,3,3,1.0,1.0,1.0,1.0
Jsoup_36,4,6,1.0,0.2727,0.0,0.2727
Jsoup_4,2,1,1.0,0.0,0.0,0.0
Jsoup_42,2,1,1.0,0.5263,0.0,0.5263
Jsoup_50,2,1,0.9048,0.125,0.0,0.1131
Jsoup_52,4,6,1.0,0.888883,0.833333,0.888883
Jsoup_56,10,45,0.985184,0.816667,0.8,0.805556
Jsoup_58,4,6,0.979167,0.86275,0.833333,0.841917
Jsoup_59,2,1,1.0,0.0,0.0,0.0
Jsoup_60,2,1,0.7143,1.0,1.0,0.7143
Jsoup_63,5,10,1.0,0.55651,0.4,0.55651
Jsoup_65,3,3,1.0,0.738467,0.666667,0.738467
Jsoup_66,2,1,1.0,0.2143,0.0,0.2143
Jsoup_67,2,1,1.0,0.0,0.0,0.0
Jsoup_7,3,3,1.0,0.0,0.0,0.0
Jsoup_71,3,3,0.9697,0.666667,0.666667,0.636367
Jsoup_73,4,6,1.0,0.173933,0.0,0.173933
Jsoup_74,2,1,1.0,0.3333,0.0,0.3333
Jsoup_78,2,1,1.0,0.2381,0.0,0.2381
Jsoup_79,2,1,1.0,0.0,0.0,0.0
Jsoup_81,2,1,1.0,0.0,0.0,0.0
Jsoup_83,4,6,0.888883,0.616667,0.5,0.616667
Jsoup_87,47,1081,0.977367,0.722736,0.546716,0.710468
Jsoup_91,3,3,0.888867,0.666667,0.666667,0.6111
Jsoup_92,8,28,0.975343,0.796429,0.785714,0.775171
JxPath_1,2,1,1.0,1.0,1.0,1.0
JxPath_11,5,10,0.9,0.70695,0.6,0.60695
JxPath_13,11,55,0.963311,0.560198,0.509091,0.540629
JxPath_15,2,1,1.0,0.6842,0.0,0.6842
JxPath_16,2,1,0.6,1.0,1.0,0.6
JxPath_17,5,10,0.9,0.77818,0.6,0.67818
JxPath_18,4,6,1.0,0.13335,0.0,0.13335
JxPath_19,3,3,0.904767,0.75,0.666667,0.654767
JxPath_2,4,6,0.916667,0.0,0.0,0.0
JxPath_20,2,1,1.0,0.3571,0.0,0.3571
JxPath_3,4,6,0.833333,0.0,0.0,0.0
JxPath_4,7,21,0.966471,0.628776,0.571429,0.609176
JxPath_7,7,21,0.807929,0.857143,0.857143,0.666657
JxPath_9,5,10,0.88576,0.79999,0.7,0.69379
Lang_13,3,3,1.0,0.266667,0.0,0.266667
Lang_15,2,1,1.0,0.25,0.0,0.25
Lang_19,3,3,1.0,0.421067,0.0,0.421067
Lang_20,2,1,0.5,0.1875,0.0,0.0938
Lang_23,2,1,1.0,0.0,0.0,0.0
Lang_27,2,1,1.0,0.2593,0.0,0.2593
Lang_30,7,21,0.874352,0.228557,0.0,0.20391
Lang_32,4,6,0.908167,0.13335,0.0,0.123783
Lang_34,2,1,1.0,0.1875,0.0,0.1875
Lang_35,2,1,1.0,0.4615,0.0,0.4615
Lang_36,2,1,1.0,0.1111,0.0,0.1111
Lang_4,3,3,1.0,0.315767,0.0,0.315767
Lang_41,3,3,0.9365,0.153867,0.0,0.146533
Lang_46,7,21,1.0,0.266681,0.0,0.266681
Lang_47,2,1,0.0,0.0,0.0,0.0
Lang_5,2,1,1.0,0.0,0.0,0.0
Lang_50,2,1,0.0,0.16,0.0,0.0
Lang_56,2,1,1.0,0.04,0.0,0.04
Lang_60,2,1,1.0,0.2222,0.0,0.2222
Lang_62,2,1,0.75,0.4211,0.0,0.3158
Lang_63,2,1,1.0,0.1176,0.0,0.1176
Lang_64,2,1,0.9048,0.0,0.0,0.0
Lang_65,3,3,0.9515,0.119067,0.0,0.114633
Lang_7,2,1,0.6667,0.12,0.0,0.08
Lang_8,3,3,1.0,0.179467,0.0,0.179467
Math_1,2,1,0.0,1.0,1.0,0.0
Math_100,2,1,1.0,0.1923,0.0,0.1923
Math_106,2,1,0.25,0.0,0.0,0.0
Math_12,2,1,1.0,0.0,0.0,0.0
Math_14,2,1,0.8571,1.0,1.0,0.8571
Math_15,2,1,1.0,0.0862,0.0,0.0862
Math_16,3,3,0.696967,0.046,0.0,0.0251
Math_18,3,3,1.0,0.355533,0.0,0.355533
Math_21,3,3,1.0,0.3889,0.0,0.3889
Math_22,2,1,0.5,1.0,1.0,0.5
Math_23,3,3,0.933333,0.405767,0.0,0.3652
Math_24,2,1,1.0,0.7826,0.0,0.7826
Math_26,2,1,1.0,0.4211,0.0,0.4211
Math_28,4,6,0.833333,0.0,0.0,0.0
Math_29,2,1,1.0,0.1,0.0,0.1
Math_31,3,3,1.0,0.333333,0.0,0.333333
Math_35,2,1,0.0,0.4,0.0,0.0
Math_36,2,1,0.5,0.0,0.0,0.0
Math_37,2,1,0.625,0.3333,0.0,0.2083
Math_38,2,1,1.0,0.3421,0.0,0.3421
Math_4,2,1,0.3333,1.0,1.0,0.3333
Math_44,3,3,0.666667,0.111133,0.0,0.111133
Math_46,2,1,0.0,0.5556,0.0,0.0
Math_47,4,6,0.888883,0.222233,0.0,0.17285
Math_49,4,6,0.0,0.2727,0.0,0.0
Math_52,2,1,1.0,0.2424,0.0,0.2424
Math_54,2,1,1.0,0.1034,0.0,0.1034
Math_55,2,1,1.0,0.15,0.0,0.15
Math_6,12,66,0.868183,0.954183,0.924242,0.822367
Math_61,2,1,1.0,0.3529,0.0,0.3529
Math_62,2,1,1.0,0.3636,0.0,0.3636
Math_64,10,45,0.995556,0.242409,0.0,0.241331
Math_65,2,1,1.0,0.3043,0.0,0.3043
Math_66,6,15,1.0,0.246367,0.0,0.246367
Math_68,5,10,1.0,0.20604,0.0,0.20604
Math_7,2,1,0.7647,0.4444,0.0,0.3399
Math_71,2,1,1.0,1.0,1.0,1.0
Math_72,2,1,1.0,0.4348,0.0,0.4348
Math_76,2,1,0.1818,0.3529,0.0,0.0642
Math_77,2,1,1.0,1.0,1.0,1.0
Math_78,2,1,1.0,0.0,0.0,0.0
Math_81,3,3,1.0,0.3063,0.0,0.3063
Math_83,2,1,1.0,0.2083,0.0,0.2083
Math_84,2,1,1.0,0.0,0.0,0.0
Math_86,2,1,0.3333,0.1852,0.0,0.0617
Math_90,2,1,1.0,0.0,0.0,0.0
Math_92,3,3,0.928967,0.123467,0.0,0.114433
Math_93,3,3,0.629633,0.0494,0.0,0.0384
Math_98,2,1,1.0,1.0,1.0,1.0
Math_99,2,1,1.0,0.0,0.0,0.0
Mockito_10,3,3,1.0,0.266667,0.0,0.266667
Mockito_14,4,6,0.833333,0.745533,0.666667,0.578867
Mockito_15,2,1,1.0,0.5625,0.0,0.5625
Mockito_16,3,3,1.0,0.880967,0.666667,0.880967
Mockito_17,4,6,1.0,0.749017,0.666667,0.749017
Mockito_19,9,36,0.986111,0.894575,0.861111,0.880686
Mockito_2,3,3,1.0,0.0,0.0,0.0
Mockito_20,2,1,1.0,0.5882,0.0,0.5882
Mockito_21,2,1,0.9167,0.0714,0.0,0.0655
Mockito_23,5,10,1.0,0.10668,0.0,0.10668
Mockito_25,5,10,1.0,0.16,0.0,0.16
Mockito_3,2,1,1.0,0.2273,0.0,0.2273
Mockito_30,2,1,1.0,1.0,1.0,1.0
Mockito_31,2,1,1.0,0.2667,0.0,0.2667
Mockito_32,2,1,1.0,0.3704,0.0,0.3704
Mockito_35,3,3,1.0,0.5,0.0,0.5
Mockito_36,2,1,1.0,0.0,0.0,0.0
Mockito_4,3,3,0.666667,0.380933,0.0,0.190467
Mockito_6,20,190,0.952632,0.4286,0.0,0.408298
Mockito_9,2,1,1.0,0.0,0.0,0.0
Time_1,2,1,1.0,1.0,1.0,1.0
Time_10,2,1,1.0,0.1429,0.0,0.1429
Time_12,4,6,0.666667,0.7,0.666667,0.366667
Time_13,3,3,1.0,0.129,0.0,0.129
Time_2,3,3,1.0,0.728067,0.666667,0.728067
Time_23,2,1,1.0,0.1212,0.0,0.1212
Time_26,8,28,0.88095,0.6875,0.464286,0.60615
Time_3,10,45,0.5,0.3529,0.0,0.1765
Time_6,3,3,0.666667,0.0,0.0,0.0
Time_9,3,3,0.944433,0.051267,0.0,0.047
