bug_id,file_path,hunk_index
Closure_116,1,1
Closure_117,0,0
Closure_117,1,1
Closure_134,0,0
Closure_134,1,1
Closure_134,2,2
Closure_134,3,3
Closure_134,4,4
Closure_134,5,5
Closure_135,0,0
Closure_135,1,1
Closure_135,2,2
Closure_136,0,0
Closure_136,1,1
Closure_137,0,0
Closure_137,1,1
Closure_137,2,2
Closure_137,3,3
Closure_137,4,4
Closure_137,5,5
Closure_137,6,6
Closure_137,7,7
Closure_137,8,8
Closure_137,9,9
Closure_138,0,0
Closure_138,1,1
Closure_138,2,2
Closure_139,0,0
Closure_139,1,1
Closure_139,2,2
Closure_139,3,3
Closure_140,0,0
Closure_140,1,1
Closure_140,2,2
Closure_141,0,0
Closure_141,1,1
Closure_141,2,2
Closure_142,0,0
Closure_142,1,1
Closure_142,2,2
Closure_143,0,0
Closure_143,1,1
Closure_144,0,0
Closure_144,1,1
Closure_144,2,2
Closure_144,3,3
Closure_144,4,4
Closure_144,5,5
Closure_144,6,6
Closure_144,7,7
Closure_144,8,8
Closure_147,0,0
Closure_147,1,1
Closure_148,0,0
Closure_148,1,1
Closure_148,2,2
Closure_148,3,3
Closure_148,4,4
Closure_148,5,5
Closure_148,6,6
Closure_148,7,7
Closure_148,8,8
Closure_148,9,9
Closure_148,10,10
Closure_148,11,11
Closure_148,12,12
Closure_148,13,13
Closure_148,14,14
Closure_148,15,15
Closure_149,0,0
Closure_149,1,1
Closure_149,2,2
Closure_149,3,3
Closure_149,4,4
Closure_149,5,5
Closure_149,6,6
Closure_151,0,0
Closure_151,1,1
Closure_151,2,2
Closure_153,0,0
Closure_153,1,1
Closure_153,2,2
Closure_153,3,3
Closure_153,4,4
Closure_153,5,5
Closure_153,6,6
Closure_153,7,7
Closure_153,8,8
Closure_153,9,9
Closure_153,10,10
Closure_153,11,11
Closure_154,0,0
Closure_154,1,1
Closure_154,2,2
Closure_154,3,3
Closure_154,4,4
Closure_154,5,5
Closure_155,0,0
Closure_155,1,1
Closure_155,2,2
Closure_155,3,3
Closure_155,4,4
Closure_155,5,5
Closure_155,6,6
Closure_156,0,0
Closure_156,1,1
Closure_156,2,2
Closure_156,3,3
Closure_156,4,4
Closure_156,5,5
Closure_156,6,6
Closure_157,0,0
Closure_157,1,1
Closure_157,2,2
Closure_157,3,3
Closure_157,4,4
Closure_157,5,5
Closure_157,6,6
Closure_158,0,0
Closure_158,1,1
Closure_158,2,2
Closure_158,3,3
Closure_158,4,4
Closure_158,5,5
Closure_158,6,6
Closure_158,7,7
Closure_158,8,8
Closure_158,9,9
Closure_158,10,10
Closure_160,0,0
Closure_160,1,1
Closure_162,0,0
Closure_162,1,1
Closure_162,2,2
Closure_162,3,3
Closure_162,4,4
Closure_162,5,5
Closure_163,0,0
Closure_163,1,1
Closure_163,2,2
Closure_163,3,3
Closure_163,4,4
Closure_163,5,5
Closure_163,6,6
Closure_163,7,7
Closure_163,8,8
Closure_163,9,9
Closure_163,10,10
Closure_163,11,11
Closure_163,12,12
Closure_163,13,13
Closure_163,14,14
Closure_163,15,15
Closure_163,16,16
Closure_163,17,17
Closure_164,0,0
Closure_164,1,1
Closure_165,0,0
Closure_165,1,1
Closure_165,2,2
Closure_165,3,3
Closure_165,4,4
Closure_165,5,5
Closure_165,6,6
Closure_165,7,7
Closure_165,8,8
Closure_165,9,9
Closure_167,0,0
Closure_167,1,1
Closure_167,2,2
Closure_167,3,3
Closure_167,4,4
Closure_167,5,5
Closure_169,0,0
Closure_169,1,1
Closure_169,2,2
Closure_169,3,3
Closure_169,4,4
Closure_169,5,5
Closure_169,6,6
Closure_169,7,7
Closure_169,8,8
Closure_169,9,9
Closure_169,10,10
Closure_169,11,11
Closure_169,12,12
Closure_169,13,13
Closure_169,14,14
Closure_169,15,15
Closure_169,16,16
Closure_169,17,17
Closure_169,18,18
Closure_169,19,19
Closure_169,20,20
Closure_171,0,0
Closure_171,1,1
Closure_173,0,0
Closure_173,1,1
Closure_174,0,0
Closure_174,1,1
Closure_174,2,2
Closure_174,3,3
Closure_174,4,4
Closure_174,5,5
Closure_174,6,6
Closure_175,0,0
Closure_175,1,1
Closure_175,2,2
Closure_175,3,3
Closure_176,0,0
Closure_176,1,1
Closure_176,2,2
Codec_1,0,0
Codec_1,1,1
Codec_1,2,2
Codec_6,0,0
Codec_6,1,1
Codec_6,2,2
Codec_8,0,0
Codec_8,1,1
Codec_11,0,0
Codec_11,1,1
Codec_11,2,2
Codec_11,3,3
Codec_11,4,4
Codec_11,5,5
Codec_11,6,6
Codec_12,0,0
Codec_12,1,1
Codec_13,0,0
Codec_13,1,1
Codec_13,2,2
Codec_14,0,0
Codec_14,1,1
Codec_14,2,2
Codec_14,3,3
Codec_14,4,4
Collections_25,0,0
Collections_25,1,1
Collections_25,2,2
Compress_2,0,0
Compress_2,1,1
Compress_2,2,2
Compress_2,3,3
Compress_2,4,4
Compress_2,5,5
Compress_3,0,0
Compress_3,1,1
Compress_3,2,2
Compress_3,3,3
Compress_4,0,0
Compress_4,1,1
Compress_4,2,2
Compress_4,3,3
Compress_6,0,0
Compress_6,1,1
Compress_9,0,0
Compress_9,1,1
Compress_10,0,0
Compress_10,1,1
Compress_11,0,0
Compress_11,1,1
Compress_20,0,0
Compress_20,1,1
Compress_20,2,2
Compress_20,3,3
Compress_20,4,4
Compress_20,5,5
Compress_22,0,0
Compress_22,1,1
Compress_22,2,2
Compress_22,3,3
Compress_22,4,4
Compress_22,5,5
Compress_22,6,6
Compress_29,0,0
Compress_29,1,1
Compress_29,2,2
Compress_29,3,3
Compress_29,4,4
Compress_29,5,5
Compress_29,6,6
Compress_29,7,7
Compress_29,8,8
Compress_29,9,9
Compress_29,10,10
Compress_29,11,11
Compress_29,12,12
Compress_29,13,13
Compress_33,0,0
Compress_33,1,1
Compress_33,2,2
Compress_34,0,0
Compress_34,1,1
Compress_35,0,0
Compress_35,1,1
Compress_39,0,0
Compress_39,1,1
Compress_40,0,0
Compress_40,1,1
Compress_40,2,2
Compress_42,0,0
Compress_42,1,1
Compress_43,0,0
Compress_43,1,1
Compress_43,2,2
Compress_43,3,3
Compress_47,0,0
Compress_47,1,1
Compress_47,2,2
Csv_7,0,0
Csv_7,1,1
Csv_8,0,0
Csv_8,1,1
Csv_13,0,0
Csv_13,1,1
Csv_16,0,0
Csv_16,1,1
Csv_16,2,2
Csv_16,3,3
Gson_1,0,0
Gson_1,1,1
Gson_3,0,0
Gson_3,1,1
Gson_4,0,0
Gson_4,1,1
Gson_4,2,2
Gson_4,3,3
Gson_4,4,4
Gson_4,5,5
Gson_4,6,6
Gson_4,7,7
Gson_4,8,8
Gson_4,9,9
Gson_4,10,10
Gson_4,11,11
Gson_7,0,0
Gson_7,1,1
Gson_8,0,0
Gson_8,1,1
Gson_8,2,2
Gson_8,3,3
Gson_8,4,4
Gson_9,0,0
Gson_9,1,1
Gson_9,2,2
Gson_14,0,0
Gson_14,1,1
JacksonCore_1,0,0
JacksonCore_1,1,1
JacksonCore_1,2,2
JacksonCore_2,0,0
JacksonCore_2,1,1
JacksonCore_2,2,2
JacksonCore_2,3,3
JacksonCore_2,4,4
JacksonCore_2,5,5
JacksonCore_2,6,6
JacksonCore_2,7,7
JacksonCore_9,0,0
JacksonCore_9,1,1
JacksonCore_9,2,2
JacksonCore_9,3,3
JacksonCore_9,4,4
JacksonCore_9,5,5
JacksonCore_10,0,0
JacksonCore_10,1,1
JacksonCore_12,0,0
JacksonCore_12,1,1
JacksonCore_12,2,2
JacksonCore_12,3,3
JacksonCore_12,4,4
JacksonCore_12,5,5
JacksonCore_12,6,6
JacksonCore_12,7,7
JacksonCore_16,0,0
JacksonCore_16,1,1
JacksonCore_16,2,2
JacksonCore_17,0,0
JacksonCore_17,1,1
JacksonCore_17,2,2
JacksonCore_18,0,0
JacksonCore_18,1,1
JacksonCore_18,2,2
JacksonCore_18,3,3
JacksonCore_19,0,0
JacksonCore_19,1,1
JacksonCore_21,0,0
JacksonCore_21,1,1
JacksonCore_22,0,0
JacksonCore_22,1,1
JacksonCore_22,2,2
JacksonCore_22,3,3
JacksonCore_22,4,4
JacksonCore_22,5,5
JacksonCore_22,6,6
JacksonCore_24,0,0
JacksonCore_24,1,1
JacksonCore_24,2,2
JacksonCore_24,3,3
JacksonDatabind_3,0,0
JacksonDatabind_3,1,1
JacksonDatabind_4,0,0
JacksonDatabind_4,1,1
JacksonDatabind_4,2,2
JacksonDatabind_4,3,3
JacksonDatabind_6,0,0
JacksonDatabind_6,1,1
JacksonDatabind_8,0,0
JacksonDatabind_8,1,1
JacksonDatabind_10,0,0
JacksonDatabind_10,1,1
JacksonDatabind_10,2,2
JacksonDatabind_10,3,3
JacksonDatabind_10,4,4
JacksonDatabind_13,0,0
JacksonDatabind_13,1,1
JacksonDatabind_14,0,0
JacksonDatabind_14,1,1
JacksonDatabind_15,0,0
JacksonDatabind_15,1,1
JacksonDatabind_15,2,2
JacksonDatabind_15,3,3
JacksonDatabind_15,4,4
JacksonDatabind_15,5,5
JacksonDatabind_15,6,6
JacksonDatabind_15,7,7
JacksonDatabind_15,8,8
JacksonDatabind_15,9,9
JacksonDatabind_15,10,10
JacksonDatabind_18,0,0
JacksonDatabind_18,1,1
JacksonDatabind_18,2,2
JacksonDatabind_18,3,3
JacksonDatabind_18,4,4
JacksonDatabind_18,5,5
JacksonDatabind_18,6,6
JacksonDatabind_18,7,7
JacksonDatabind_18,8,8
JacksonDatabind_20,0,0
JacksonDatabind_20,1,1
JacksonDatabind_21,0,0
JacksonDatabind_21,1,1
JacksonDatabind_22,0,0
JacksonDatabind_22,1,1
JacksonDatabind_22,2,2
JacksonDatabind_22,3,3
JacksonDatabind_22,4,4
JacksonDatabind_22,5,5
JacksonDatabind_22,6,6
JacksonDatabind_22,7,7
JacksonDatabind_22,8,8
JacksonDatabind_22,9,9
JacksonDatabind_22,10,10
JacksonDatabind_22,11,11
JacksonDatabind_23,0,0
JacksonDatabind_23,1,1
JacksonDatabind_23,2,2
JacksonDatabind_23,3,3
JacksonDatabind_23,4,4
JacksonDatabind_23,5,5
JacksonDatabind_23,6,6
JacksonDatabind_25,0,0
JacksonDatabind_25,1,1
JacksonDatabind_25,2,2
JacksonDatabind_25,3,3
JacksonDatabind_29,0,0
JacksonDatabind_29,1,1
JacksonDatabind_30,0,0
JacksonDatabind_30,1,1
JacksonDatabind_30,2,2
JacksonDatabind_30,3,3
JacksonDatabind_30,4,4
JacksonDatabind_30,5,5
JacksonDatabind_31,0,0
JacksonDatabind_31,1,1
JacksonDatabind_31,2,2
JacksonDatabind_31,3,3
JacksonDatabind_31,4,4
JacksonDatabind_31,5,5
JacksonDatabind_31,6,6
JacksonDatabind_31,7,7
JacksonDatabind_31,8,8
JacksonDatabind_31,9,9
JacksonDatabind_31,10,10
JacksonDatabind_31,11,11
JacksonDatabind_31,12,12
JacksonDatabind_32,0,0
JacksonDatabind_32,1,1
JacksonDatabind_36,0,0
JacksonDatabind_36,1,1
JacksonDatabind_38,0,0
JacksonDatabind_38,1,1
JacksonDatabind_38,2,2
JacksonDatabind_38,3,3
JacksonDatabind_38,4,4
JacksonDatabind_38,5,5
JacksonDatabind_41,0,0
JacksonDatabind_41,1,1
JacksonDatabind_43,0,0
JacksonDatabind_43,1,1
JacksonDatabind_48,0,0
JacksonDatabind_48,1,1
JacksonDatabind_50,0,0
JacksonDatabind_50,1,1
JacksonDatabind_50,2,2
JacksonDatabind_50,3,3
JacksonDatabind_50,4,4
JacksonDatabind_50,5,5
JacksonDatabind_52,0,0
JacksonDatabind_52,1,1
JacksonDatabind_53,0,0
JacksonDatabind_53,1,1
JacksonDatabind_53,2,2
JacksonDatabind_53,3,3
JacksonDatabind_53,4,4
JacksonDatabind_53,5,5
JacksonDatabind_53,6,6
JacksonDatabind_54,0,0
JacksonDatabind_54,1,1
JacksonDatabind_55,0,0
JacksonDatabind_55,1,1
JacksonDatabind_55,2,2
JacksonDatabind_56,0,0
JacksonDatabind_56,1,1
JacksonDatabind_59,0,0
JacksonDatabind_59,1,1
JacksonDatabind_59,2,2
JacksonDatabind_59,3,3
JacksonDatabind_60,0,0
JacksonDatabind_60,1,1
JacksonDatabind_60,2,2
JacksonDatabind_60,3,3
JacksonDatabind_61,0,0
JacksonDatabind_61,1,1
JacksonDatabind_61,2,2
JacksonDatabind_65,0,0
JacksonDatabind_65,1,1
JacksonDatabind_65,2,2
JacksonDatabind_66,0,0
JacksonDatabind_66,1,1
JacksonDatabind_66,2,2
JacksonDatabind_68,0,0
JacksonDatabind_68,1,1
JacksonDatabind_68,2,2
JacksonDatabind_68,3,3
JacksonDatabind_68,4,4
JacksonDatabind_68,5,5
JacksonDatabind_68,6,6
JacksonDatabind_68,7,7
JacksonDatabind_68,8,8
JacksonDatabind_68,9,9
JacksonDatabind_69,0,0
JacksonDatabind_69,1,1
JacksonDatabind_69,2,2
JacksonDatabind_69,3,3
JacksonDatabind_69,4,4
JacksonDatabind_69,5,5
JacksonDatabind_72,0,0
JacksonDatabind_72,1,1
JacksonDatabind_73,0,0
JacksonDatabind_73,1,1
JacksonDatabind_73,2,2
JacksonDatabind_73,3,3
JacksonDatabind_75,0,0
JacksonDatabind_75,1,1
JacksonDatabind_75,2,2
JacksonDatabind_77,0,0
JacksonDatabind_77,1,1
JacksonDatabind_78,0,0
JacksonDatabind_78,1,1
JacksonDatabind_78,2,2
JacksonDatabind_79,0,0
JacksonDatabind_79,1,1
JacksonDatabind_79,2,2
JacksonDatabind_79,3,3
JacksonDatabind_80,0,0
JacksonDatabind_80,1,1
JacksonDatabind_80,2,2
JacksonDatabind_81,0,0
JacksonDatabind_81,1,1
JacksonDatabind_81,2,2
JacksonDatabind_81,3,3
JacksonDatabind_81,4,4
JacksonDatabind_81,5,5
JacksonDatabind_81,6,6
JacksonDatabind_87,0,0
JacksonDatabind_87,1,1
JacksonDatabind_87,2,2
JacksonDatabind_87,3,3
JacksonDatabind_87,4,4
JacksonDatabind_87,5,5
JacksonDatabind_87,6,6
JacksonDatabind_87,7,7
JacksonDatabind_90,0,0
JacksonDatabind_90,1,1
JacksonDatabind_94,0,0
JacksonDatabind_94,1,1
JacksonDatabind_95,0,0
JacksonDatabind_95,1,1
JacksonDatabind_95,2,2
JacksonDatabind_95,3,3
JacksonDatabind_103,0,0
JacksonDatabind_103,1,1
JacksonDatabind_103,2,2
JacksonDatabind_103,3,3
JacksonDatabind_103,4,4
JacksonDatabind_103,5,5
JacksonDatabind_103,6,6
JacksonDatabind_103,7,7
JacksonDatabind_103,8,8
JacksonDatabind_103,9,9
JacksonDatabind_103,10,10
JacksonDatabind_103,11,11
JacksonDatabind_103,12,12
JacksonDatabind_103,13,13
JacksonDatabind_103,14,14
JacksonDatabind_103,15,15
JacksonDatabind_103,16,16
JacksonDatabind_103,17,17
JacksonDatabind_103,18,18
JacksonDatabind_103,19,19
JacksonDatabind_103,20,20
JacksonDatabind_103,21,21
JacksonDatabind_103,22,22
JacksonDatabind_103,23,23
JacksonDatabind_103,24,24
JacksonDatabind_103,25,25
JacksonDatabind_104,0,0
JacksonDatabind_104,1,1
JacksonDatabind_104,2,2
JacksonDatabind_105,0,0
JacksonDatabind_105,1,1
JacksonDatabind_108,0,0
JacksonDatabind_108,1,1
JacksonDatabind_109,0,0
JacksonDatabind_109,1,1
JacksonDatabind_109,2,2
JacksonDatabind_109,3,3
JacksonDatabind_109,4,4
JacksonDatabind_110,0,0
JacksonDatabind_110,1,1
JacksonDatabind_110,2,2
JacksonDatabind_111,0,0
JacksonDatabind_111,1,1
JacksonDatabind_111,2,2
JacksonDatabind_111,3,3
JacksonDatabind_111,4,4
JacksonDatabind_111,5,5
JacksonDatabind_111,6,6
JacksonDatabind_111,7,7
JacksonDatabind_111,8,8
JacksonXml_1,0,0
JacksonXml_1,1,1
JacksonXml_2,0,0
JacksonXml_2,1,1
JacksonXml_2,2,2
JacksonXml_2,3,3
JacksonXml_6,0,0
JacksonXml_6,1,1
Jsoup_3,0,0
Jsoup_3,1,1
Jsoup_3,2,2
Jsoup_3,3,3
Jsoup_3,4,4
Jsoup_3,5,5
Jsoup_3,6,6
Jsoup_3,7,7
Jsoup_3,8,8
Jsoup_3,9,9
Jsoup_3,10,10
Jsoup_3,11,11
Jsoup_3,12,12
Jsoup_4,0,0
Jsoup_4,1,1
Jsoup_7,0,0
Jsoup_7,1,1
Jsoup_7,2,2
Jsoup_11,0,0
Jsoup_11,1,1
Jsoup_11,2,2
Jsoup_11,3,3
Jsoup_12,0,0
Jsoup_12,1,1
Jsoup_14,0,0
Jsoup_14,1,1
Jsoup_16,0,0
Jsoup_16,1,1
Jsoup_16,2,2
Jsoup_18,0,0
Jsoup_18,1,1
Jsoup_21,0,0
Jsoup_21,1,1
Jsoup_21,2,2
Jsoup_22,0,0
Jsoup_22,1,1
Jsoup_22,2,2
Jsoup_22,3,3
Jsoup_22,4,4
Jsoup_22,5,5
Jsoup_23,0,0
Jsoup_23,1,1
Jsoup_28,0,0
Jsoup_28,1,1
Jsoup_28,2,2
Jsoup_28,3,3
Jsoup_28,4,4
Jsoup_28,5,5
Jsoup_29,0,0
Jsoup_29,1,1
Jsoup_30,0,0
Jsoup_30,1,1
Jsoup_30,2,2
Jsoup_31,0,0
Jsoup_31,1,1
Jsoup_31,2,2
Jsoup_36,0,0
Jsoup_36,1,1
Jsoup_36,2,2
Jsoup_36,3,3
Jsoup_42,0,0
Jsoup_42,1,1
Jsoup_50,0,0
Jsoup_50,1,1
Jsoup_52,0,0
Jsoup_52,1,1
Jsoup_52,2,2
Jsoup_52,3,3
Jsoup_56,0,0
Jsoup_56,1,1
Jsoup_56,2,2
Jsoup_56,3,3
Jsoup_56,4,4
Jsoup_56,5,5
Jsoup_56,6,6
Jsoup_56,7,7
Jsoup_56,8,8
Jsoup_56,9,9
Jsoup_58,0,0
Jsoup_58,1,1
Jsoup_58,2,2
Jsoup_58,3,3
Jsoup_59,0,0
Jsoup_59,1,1
Jsoup_60,0,0
Jsoup_60,1,1
Jsoup_63,0,0
Jsoup_63,1,1
Jsoup_63,2,2
Jsoup_63,3,3
Jsoup_63,4,4
Jsoup_65,0,0
Jsoup_65,1,1
Jsoup_65,2,2
Jsoup_66,0,0
Jsoup_66,1,1
Jsoup_67,0,0
Jsoup_67,1,1
Jsoup_71,0,0
Jsoup_71,1,1
Jsoup_71,2,2
Jsoup_73,0,0
Jsoup_73,1,1
Jsoup_73,2,2
Jsoup_73,3,3
Jsoup_74,0,0
Jsoup_74,1,1
Jsoup_78,0,0
Jsoup_78,1,1
Jsoup_79,0,0
Jsoup_79,1,1
Jsoup_81,0,0
Jsoup_81,1,1
Jsoup_83,0,0
Jsoup_83,1,1
Jsoup_83,2,2
Jsoup_83,3,3
Jsoup_87,0,0
Jsoup_87,1,1
Jsoup_87,2,2
Jsoup_87,3,3
Jsoup_87,4,4
Jsoup_87,5,5
Jsoup_87,6,6
Jsoup_87,7,7
Jsoup_87,8,8
Jsoup_87,9,9
Jsoup_87,10,10
Jsoup_87,11,11
Jsoup_87,12,12
Jsoup_87,13,13
Jsoup_87,14,14
Jsoup_87,15,15
Jsoup_87,16,16
Jsoup_87,17,17
Jsoup_87,18,18
Jsoup_87,19,19
Jsoup_87,20,20
Jsoup_87,21,21
Jsoup_87,22,22
Jsoup_87,23,23
Jsoup_87,24,24
Jsoup_87,25,25
Jsoup_87,26,26
Jsoup_87,27,27
Jsoup_87,28,28
Jsoup_87,29,29
Jsoup_87,30,30
Jsoup_87,31,31
Jsoup_87,32,32
Jsoup_87,33,33
Jsoup_87,34,34
Jsoup_87,35,35
Jsoup_87,36,36
Jsoup_87,37,37
Jsoup_87,38,38
Jsoup_87,39,39
Jsoup_87,40,40
Jsoup_87,41,41
Jsoup_87,42,42
Jsoup_87,43,43
Jsoup_87,44,44
Jsoup_87,45,45
Jsoup_87,46,46
Jsoup_91,0,0
Jsoup_91,1,1
Jsoup_91,2,2
Jsoup_92,0,0
Jsoup_92,1,1
Jsoup_92,2,2
Jsoup_92,3,3
Jsoup_92,4,4
Jsoup_92,5,5
Jsoup_92,6,6
Jsoup_92,7,7
JxPath_1,0,0
JxPath_1,1,1
JxPath_2,0,0
JxPath_2,1,1
JxPath_2,2,2
JxPath_2,3,3
JxPath_3,0,0
JxPath_3,1,1
JxPath_3,2,2
JxPath_3,3,3
JxPath_4,0,0
JxPath_4,1,1
JxPath_4,2,2
JxPath_4,3,3
JxPath_4,4,4
JxPath_4,5,5
JxPath_4,6,6
JxPath_7,0,0
JxPath_7,1,1
JxPath_7,2,2
JxPath_7,3,3
JxPath_7,4,4
JxPath_7,5,5
JxPath_7,6,6
JxPath_9,0,0
JxPath_9,1,1
JxPath_9,2,2
JxPath_9,3,3
JxPath_9,4,4
JxPath_11,0,0
JxPath_11,1,1
JxPath_11,2,2
JxPath_11,3,3
JxPath_11,4,4
JxPath_13,0,0
JxPath_13,1,1
JxPath_13,2,2
JxPath_13,3,3
JxPath_13,4,4
JxPath_13,5,5
JxPath_13,6,6
JxPath_13,7,7
JxPath_13,8,8
JxPath_13,9,9
JxPath_13,10,10
JxPath_15,0,0
JxPath_15,1,1
JxPath_16,0,0
JxPath_16,1,1
JxPath_17,0,0
JxPath_17,1,1
JxPath_17,2,2
JxPath_17,3,3
JxPath_17,4,4
JxPath_18,0,0
JxPath_18,1,1
JxPath_18,2,2
JxPath_18,3,3
JxPath_19,0,0
JxPath_19,1,1
JxPath_19,2,2
JxPath_20,0,0
JxPath_20,1,1
Lang_4,0,0
Lang_4,1,1
Lang_4,2,2
Lang_5,0,0
Lang_5,1,1
Lang_7,0,0
Lang_7,1,1
Lang_8,0,0
Lang_8,1,1
Lang_8,2,2
Lang_13,0,0
Lang_13,1,1
Lang_13,2,2
Lang_15,0,0
Lang_15,1,1
Lang_19,0,0
Lang_19,1,1
Lang_19,2,2
Lang_20,0,0
Lang_20,1,1
Lang_23,0,0
Lang_23,1,1
Lang_27,0,0
Lang_27,1,1
Lang_30,0,0
Lang_30,1,1
Lang_30,2,2
Lang_30,3,3
Lang_30,4,4
Lang_30,5,5
Lang_30,6,6
Lang_32,0,0
Lang_32,1,1
Lang_32,2,2
Lang_32,3,3
Lang_34,0,0
Lang_34,1,1
Lang_35,0,0
Lang_35,1,1
Lang_36,0,0
Lang_36,1,1
Lang_41,0,0
Lang_41,1,1
Lang_41,2,2
Lang_46,0,0
Lang_46,1,1
Lang_46,2,2
Lang_46,3,3
Lang_46,4,4
Lang_46,5,5
Lang_46,6,6
Lang_47,0,0
Lang_47,1,1
Lang_50,0,0
Lang_50,1,1
Lang_56,0,0
Lang_56,1,1
Lang_60,0,0
Lang_60,1,1
Lang_62,0,0
Lang_62,1,1
Lang_63,0,0
Lang_63,1,1
Lang_64,0,0
Lang_64,1,1
Lang_65,0,0
Lang_65,1,1
Lang_65,2,2
Math_1,0,0
Math_1,1,1
Math_4,0,0
Math_4,1,1
Math_6,0,0
Math_6,1,1
Math_6,2,2
Math_6,3,3
Math_6,4,4
Math_6,5,5
Math_6,6,6
Math_6,7,7
Math_6,8,8
Math_6,9,9
Math_6,10,10
Math_6,11,11
Math_7,0,0
Math_7,1,1
Math_12,0,0
Math_12,1,1
Math_14,0,0
Math_14,1,1
Math_15,0,0
Math_15,1,1
Math_16,0,0
Math_16,1,1
Math_16,2,2
Math_18,0,0
Math_18,1,1
Math_18,2,2
Math_21,0,0
Math_21,1,1
Math_21,2,2
Math_22,0,0
Math_22,1,1
Math_23,0,0
Math_23,1,1
Math_23,2,2
Math_24,0,0
