bug_id,hunk_i,hunk_j,lexical_distance,ast_distance,package_distance,pair_divergence
Cli_1,0,4,0.9802,0.1429,0.0000,0.0700
Cli_1,0,5,1.0000,0.0000,0.0000,0.0000
Cli_1,0,6,0.9805,0.1429,0.0000,0.0700
Cli_1,0,7,0.7572,0.2143,0.0000,0.0811
Cli_1,0,8,0.8966,0.2143,0.0000,0.0961
Cli_1,0,9,1.0000,0.0000,0.0000,0.0000
Cli_1,1,2,0.8456,0.2857,0.0000,0.1208
Cli_1,1,3,0.8821,0.2143,0.0000,0.0945
Cli_1,1,4,0.9159,0.2143,0.0000,0.0981
Cli_1,1,5,1.0000,0.0714,0.0000,0.0357
Cli_1,1,6,0.9319,0.2143,0.0000,0.0999
Cli_1,1,7,0.8014,0.2857,0.0000,0.1145
Cli_1,1,8,0.8567,0.2857,0.0000,0.1224
Cli_1,1,9,1.0000,0.0714,0.0000,0.0357
Cli_1,2,3,0.6324,0.3571,0.0000,0.1129
Cli_1,2,4,0.9057,0.3571,0.0000,0.1617
Cli_1,2,5,1.0000,0.2143,0.0000,0.1071
Cli_1,2,6,0.9259,0.3571,0.0000,0.1653
Cli_1,2,7,0.4713,0.4286,0.0000,0.1010
Cli_1,2,8,0.4545,0.4286,0.0000,0.0974
Cli_1,2,9,1.0000,0.2143,0.0000,0.1071
Cli_1,3,4,0.7069,0.2857,0.0000,0.1010
Cli_1,3,5,1.0000,0.1429,0.0000,0.0714
Cli_1,3,6,0.8368,0.2857,0.0000,0.1195
Cli_1,3,7,0.7396,0.3571,0.0000,0.1321
Cli_1,3,8,0.6788,0.3571,0.0000,0.1212
Cli_1,3,9,0.9863,0.1429,0.0000,0.0705
Cli_1,4,5,1.0000,0.1429,0.0000,0.0714
Cli_1,4,6,0.8861,0.2857,0.0000,0.1266
Cli_1,4,7,0.8462,0.3571,0.0000,0.1511
Cli_1,4,8,0.7730,0.3571,0.0000,0.1380
Cli_1,4,9,0.9928,0.1429,0.0000,0.0709
Cli_1,5,6,1.0000,0.1429,0.0000,0.0714
Cli_1,5,7,1.0000,0.2143,0.0000,0.1071
Cli_1,5,8,1.0000,0.2143,0.0000,0.1071
Cli_1,5,9,1.0000,0.0000,0.0000,0.0000
Cli_1,6,7,0.8187,0.3571,0.0000,0.1462
Cli_1,6,8,0.8434,0.3571,0.0000,0.1506
Cli_1,6,9,0.9930,0.1429,0.0000,0.0709
Cli_1,7,8,0.4737,0.4286,0.0000,0.1015
Cli_1,7,9,1.0000,0.2143,0.0000,0.1071
Cli_1,8,9,1.0000,0.2143,0.0000,0.1071
Cli_7,0,1,0.7347,0.1053,0.0000,0.0387
Cli_10,0,1,1.0000,0.1200,0.0000,0.0600
Cli_13,0,1,1.0000,1.0000,0.3333,0.5556
Cli_13,0,2,1.0000,1.0000,0.3333,0.5556
Cli_13,1,2,0.7615,1.0000,0.6667,0.5923
Cli_14,0,1,1.0000,0.2083,0.0000,0.1042
Cli_16,0,1,1.0000,0.0000,0.0000,0.0000
Cli_16,0,2,0.0000,1.0000,0.3333,0.0000
Cli_16,0,3,0.0000,1.0000,0.3333,0.0000
Cli_16,0,4,0.0000,1.0000,0.3333,0.0000
Cli_16,0,5,0.0000,1.0000,0.3333,0.0000
Cli_16,1,2,1.0000,1.0000,0.3333,0.5556
Cli_16,1,3,1.0000,1.0000,0.3333,0.5556
Cli_16,1,4,1.0000,1.0000,0.3333,0.5556
Cli_16,1,5,1.0000,1.0000,0.3333,0.5556
Cli_16,2,3,0.0000,1.0000,0.6667,0.0000
Cli_16,2,4,0.0000,1.0000,0.6667,0.0000
Cli_16,2,5,0.0000,1.0000,0.6667,0.0000
Cli_16,3,4,0.0000,1.0000,0.0000,0.0000
Cli_16,3,5,0.0000,1.0000,0.0000,0.0000
Cli_16,4,5,0.0000,0.0000,0.0000,0.0000
Cli_18,0,1,0.5075,0.4000,0.0000,0.1015
Cli_18,0,2,1.0000,0.3200,0.0000,0.1600
Cli_18,1,2,1.0000,0.0800,0.0000,0.0400
Cli_21,0,1,1.0000,0.0000,0.0000,0.0000
Cli_21,0,2,0.0000,1.0000,0.3333,0.0000
Cli_21,0,3,1.0000,1.0000,0.3333,0.5556
Cli_21,0,4,1.0000,1.0000,0.3333,0.5556
Cli_21,0,5,1.0000,1.0000,0.3333,0.5556
Cli_21,1,2,1.0000,1.0000,0.3333,0.5556
Cli_21,1,3,0.7500,1.0000,0.3333,0.4167
Cli_21,1,4,0.9942,1.0000,0.3333,0.5523
Cli_21,1,5,1.0000,1.0000,0.3333,0.5556
Cli_21,2,3,1.0000,0.0000,0.0000,0.0000
Cli_21,2,4,1.0000,0.0909,0.0000,0.0455
Cli_21,2,5,1.0000,1.0000,0.6667,0.7778
Cli_21,3,4,0.9658,0.0909,0.0000,0.0439
Cli_21,3,5,0.8730,1.0000,0.6667,0.6790
Cli_21,4,5,0.8850,1.0000,0.6667,0.6883
Cli_22,0,1,1.0000,0.2692,0.0000,0.1346
Cli_22,0,2,1.0000,0.3077,0.0000,0.1538
Cli_22,0,3,1.0000,0.0769,0.0000,0.0385
Cli_22,0,4,0.0000,0.0000,0.0000,0.0000
Cli_22,0,5,1.0000,0.1154,0.0000,0.0577
Cli_22,0,6,1.0000,0.3077,0.0000,0.1538
Cli_22,1,2,0.3145,0.5769,0.0000,0.0907
Cli_22,1,3,0.5822,0.3462,0.0000,0.1008
Cli_22,1,4,1.0000,0.2692,0.0000,0.1346
Cli_22,1,5,0.7037,0.3846,0.0000,0.1353
Cli_22,1,6,0.4512,0.5769,0.0000,0.1302
Cli_22,2,3,0.4595,0.3846,0.0000,0.0884
Cli_22,2,4,1.0000,0.3077,0.0000,0.1538
Cli_22,2,5,0.7573,0.4231,0.0000,0.1602
Cli_22,2,6,0.6170,0.6154,0.0000,0.1899
Cli_22,3,4,1.0000,0.0769,0.0000,0.0385
Cli_22,3,5,0.8243,0.1923,0.0000,0.0793
Cli_22,3,6,0.5932,0.3846,0.0000,0.1141
Cli_22,4,5,1.0000,0.1154,0.0000,0.0577
Cli_22,4,6,1.0000,0.3077,0.0000,0.1538
Cli_22,5,6,0.5172,0.4231,0.0000,0.1094
Cli_23,0,1,0.7709,0.5238,0.0000,0.2019
Cli_26,0,1,0.4118,0.5455,0.0000,0.1123
Cli_30,0,1,0.0393,1.0000,0.0000,0.0131
Cli_31,0,1,0.8340,1.0000,0.0000,0.2780
Cli_31,0,2,0.8087,1.0000,0.0000,0.2696
Cli_31,1,2,0.2542,1.0000,0.0000,0.0847
Cli_33,0,1,0.6854,0.1304,0.0000,0.0447
Cli_34,0,1,0.4884,1.0000,0.0000,0.1628
Cli_36,0,1,0.7273,0.1429,0.0000,0.0519
Cli_36,0,2,0.6129,1.0000,0.0000,0.2043
Cli_36,1,2,0.1475,1.0000,0.0000,0.0492
Cli_39,0,1,1.0000,0.4783,0.0000,0.2391
Closure_3,0,1,0.3559,0.2667,0.0000,0.0475
Closure_3,0,2,1.0000,0.1667,0.0000,0.0833
Closure_3,1,2,1.0000,0.1000,0.0000,0.0500
Closure_4,0,1,0.0000,0.3000,0.0000,0.0000
Closure_6,0,1,0.9286,0.2000,0.0000,0.0929
Closure_6,0,2,0.1290,0.4000,0.0000,0.0258
Closure_6,1,2,0.9444,0.2000,0.0000,0.0944
Closure_9,0,1,1.0000,0.1739,0.0000,0.0870
Closure_16,0,1,0.6615,0.4348,0.0000,0.1438
Closure_21,0,1,0.9530,0.2273,0.0000,0.1083
Closure_24,0,1,0.9402,0.6818,0.0000,0.3205
Closure_25,0,1,0.5139,0.1053,0.0000,0.0270
Closure_26,0,1,0.0000,0.0000,0.0000,0.0000
Closure_26,0,2,0.0000,0.0000,0.0000,0.0000
Closure_26,1,2,0.0000,0.0000,0.0000,0.0000
Closure_27,0,1,1.0000,0.1333,0.0000,0.0667
Closure_27,0,2,1.0000,0.2000,0.0000,0.1000
Closure_27,1,2,0.7865,0.3333,0.0000,0.1311
Closure_29,0,1,0.0000,0.0000,0.0000,0.0000
Closure_29,0,2,0.0000,0.0000,0.0000,0.0000
Closure_29,1,2,0.0000,0.0000,0.0000,0.0000
Closure_30,0,1,1.0000,1.0000,0.0000,0.3333
Closure_30,0,2,0.7404,1.0000,0.0000,0.2468
Closure_30,0,3,1.0000,1.0000,0.0000,0.3333
Closure_30,1,2,1.0000,0.2917,0.0000,0.1458
Closure_30,1,3,0.0000,0.0000,0.0000,0.0000
Closure_30,2,3,1.0000,0.2917,0.0000,0.1458
Closure_32,0,1,1.0000,0.0833,0.0000,0.0417
Closure_32,0,2,0.6636,0.0833,0.0000,0.0276
Closure_32,0,3,0.6234,0.2778,0.0000,0.0866
Closure_32,1,2,1.0000,0.0000,0.0000,0.0000
Closure_32,1,3,1.0000,0.1944,0.0000,0.0972
Closure_32,2,3,0.6835,0.1944,0.0000,0.0664
Closure_34,0,1,0.7594,0.4286,0.0000,0.1627
Closure_34,0,2,0.7622,1.0000,0.0000,0.2541
Closure_34,1,2,0.5667,1.0000,0.0000,0.1889
Closure_37,0,1,0.8408,1.0000,0.0667,0.3176
Closure_39,0,1,0.8440,0.6190,0.0000,0.2612
Closure_41,0,1,0.0000,0.0000,0.0000,0.0000
Closure_43,0,1,0.0000,0.0000,0.0000,0.0000
Closure_43,0,2,1.0000,0.1714,0.0000,0.0857
Closure_43,1,2,1.0000,0.1714,0.0000,0.0857
Closure_45,0,1,1.0000,0.3000,0.0000,0.1500
Closure_45,0,2,1.0000,0.1333,0.0000,0.0667
Closure_45,1,2,0.7246,0.4333,0.0000,0.1570
Closure_47,0,1,0.6091,1.0000,0.2222,0.2933
Closure_49,0,1,0.8877,0.1250,0.0000,0.0555
Closure_49,0,2,0.9272,0.2917,0.0000,0.1352
Closure_49,1,2,0.9113,0.1667,0.0000,0.0759
Closure_50,0,1,0.7143,0.1852,0.0000,0.0661
Closure_51,0,1,1.0000,0.1579,0.0000,0.0789
Closure_53,0,1,0.0000,0.0000,0.0000,0.0000
Closure_54,0,1,0.4865,1.0000,0.1667,0.2162
Closure_54,0,2,0.9629,1.0000,0.1667,0.4279
Closure_54,1,2,0.9678,0.4000,0.0000,0.1936
Closure_60,0,1,1.0000,0.1667,0.0000,0.0833
Closure_64,0,1,0.9387,0.2963,0.0000,0.1391
Closure_68,0,1,1.0000,0.4167,0.0000,0.2083
Closure_68,0,2,1.0000,0.4167,0.0000,0.2083
Closure_68,1,2,0.0000,0.0000,0.0000,0.0000
Closure_72,0,1,1.0000,1.0000,0.0000,0.3333
Closure_74,0,1,1.0000,0.0833,0.0000,0.0417
Closure_75,0,1,0.6962,0.1667,0.0000,0.0580
Closure_76,0,1,1.0000,0.2069,0.0000,0.1034
Closure_76,0,2,0.9380,0.3793,0.0000,0.1779
Closure_76,0,3,0.8063,0.4483,0.0000,0.1807
Closure_76,1,2,1.0000,0.1724,0.0000,0.0862
Closure_76,1,3,1.0000,0.2414,0.0000,0.1207
Closure_76,2,3,0.9164,0.4138,0.0000,0.1896
Closure_79,0,1,1.0000,1.0000,0.0000,0.3333
Closure_80,0,1,0.0000,0.0000,0.0000,0.0000
Closure_84,0,1,0.0000,0.0000,0.0000,0.0000
Closure_84,0,2,0.0000,0.0000,0.0000,0.0000
Closure_84,1,2,0.0000,0.0000,0.0000,0.0000
Closure_85,0,1,0.8045,0.5000,0.0000,0.2011
Closure_85,0,2,1.0000,0.1111,0.0000,0.0556
Closure_85,1,2,1.0000,0.3889,0.0000,0.1944
Closure_89,0,1,1.0000,1.0000,0.0000,0.3333
Closure_90,0,1,1.0000,1.0000,0.3000,0.5333
Closure_98,0,1,1.0000,0.0000,0.0000,0.0000
Closure_98,0,2,0.0000,0.0000,0.0000,0.0000
Closure_98,1,2,1.0000,0.0000,0.0000,0.0000
Closure_99,0,1,1.0000,0.2727,0.0000,0.1364
Closure_100,0,1,1.0000,0.1304,0.0000,0.0652
Closure_103,0,1,1.0000,1.0000,0.0000,0.3333
Closure_105,0,1,0.9120,0.1786,0.0000,0.0814
Closure_106,0,1,1.0000,1.0000,0.5000,0.6667
Closure_108,0,1,0.0000,0.0000,0.0000,0.0000
Closure_108,0,2,0.0000,0.0000,0.0000,0.0000
Closure_108,0,3,1.0000,0.2143,0.0000,0.1071
Closure_108,1,2,0.0000,0.0000,0.0000,0.0000
Closure_108,1,3,1.0000,0.2143,0.0000,0.1071
Closure_108,2,3,1.0000,0.2143,0.0000,0.1071
Closure_110,0,1,1.0000,0.3214,0.0000,0.1607
Closure_110,0,2,1.0000,0.0000,0.0000,0.0000
Closure_110,0,3,1.0000,0.0000,0.0000,0.0000
Closure_110,0,4,1.0000,0.4643,0.0000,0.2321
Closure_110,0,5,0.0000,1.0000,0.1176,0.0000
Closure_110,1,2,0.7869,0.3214,0.0000,0.1265
Closure_110,1,3,0.7043,0.3214,0.0000,0.1132
Closure_110,1,4,0.7606,0.7857,0.0000,0.2988
Closure_110,1,5,1.0000,1.0000,0.1176,0.4118
Closure_110,2,3,0.6129,0.0000,0.0000,0.0000
Closure_110,2,4,0.6480,0.4643,0.0000,0.1504
Closure_110,2,5,1.0000,1.0000,0.1176,0.4118
Closure_110,3,4,0.6983,0.4643,0.0000,0.1621
Closure_110,3,5,1.0000,1.0000,0.1176,0.4118
Closure_110,4,5,1.0000,1.0000,0.1176,0.4118
Closure_115,0,1,0.6953,0.3929,0.0000,0.1366
Closure_116,0,1,0.0000,0.0000,0.0000,0.0000
Closure_117,0,1,0.9854,0.0800,0.0000,0.0394
Closure_134,0,1,0.4947,0.4400,0.0000,0.1088
Closure_134,0,2,0.4186,0.4400,0.0000,0.0921
Closure_134,0,3,0.7474,0.3600,0.0000,0.1345
Closure_134,0,4,0.7800,0.4000,0.0000,0.1560
Closure_134,0,5,0.7241,1.0000,0.0000,0.2414
Closure_134,1,2,0.4128,0.3200,0.0000,0.0661
Closure_134,1,3,0.7559,0.2400,0.0000,0.0907
Closure_134,1,4,0.8296,0.2800,0.0000,0.1161
Closure_134,1,5,0.7024,1.0000,0.0000,0.2341
Closure_134,2,3,0.7941,0.2400,0.0000,0.0953
Closure_134,2,4,0.7477,0.2800,0.0000,0.1047
Closure_134,2,5,0.7358,1.0000,0.0000,0.2453
Closure_134,3,4,0.6101,0.2000,0.0000,0.0610
Closure_134,3,5,0.6958,1.0000,0.0000,0.2319
Closure_134,4,5,0.8022,1.0000,0.0000,0.2674
Closure_135,0,1,0.0000,1.0000,0.3000,0.0000
Closure_135,0,2,0.0000,1.0000,0.3000,0.0000
Closure_135,1,2,0.0000,0.0000,0.0000,0.0000
Closure_136,0,1,0.9335,1.0000,0.0000,0.3112
Closure_137,0,1,1.0000,0.0357,0.0000,0.0179
Closure_137,0,2,0.8800,0.1071,0.0000,0.0471
Closure_137,0,3,0.9910,0.1071,0.0000,0.0531
Closure_137,0,4,1.0000,0.0357,0.0000,0.0179
Closure_137,0,5,0.8615,0.3214,0.0000,0.1385
Closure_137,0,6,1.0000,0.0357,0.0000,0.0179
Closure_137,0,7,1.0000,1.0000,0.0000,0.3333
Closure_137,0,8,0.8772,1.0000,0.0000,0.2924
Closure_137,0,9,1.0000,1.0000,0.0000,0.3333
Closure_137,1,2,1.0000,0.0714,0.0000,0.0357
Closure_137,1,3,1.0000,0.0714,0.0000,0.0357
Closure_137,1,4,0.0000,0.0000,0.0000,0.0000
Closure_137,1,5,1.0000,0.2857,0.0000,0.1429
Closure_137,1,6,0.0000,0.0000,0.0000,0.0000
Closure_137,1,7,0.0000,1.0000,0.0000,0.0000
Closure_137,1,8,1.0000,1.0000,0.0000,0.3333
Closure_137,1,9,0.0000,1.0000,0.0000,0.0000
Closure_137,2,3,0.9641,0.1429,0.0000,0.0689
Closure_137,2,4,1.0000,0.0714,0.0000,0.0357
Closure_137,2,5,0.8318,0.3571,0.0000,0.1485
Closure_137,2,6,1.0000,0.0714,0.0000,0.0357
Closure_137,2,7,1.0000,1.0000,0.0000,0.3333
Closure_137,2,8,0.8981,1.0000,0.0000,0.2994
Closure_137,2,9,1.0000,1.0000,0.0000,0.3333
Closure_137,3,4,1.0000,0.0714,0.0000,0.0357
Closure_137,3,5,0.9705,0.3571,0.0000,0.1733
Closure_137,3,6,1.0000,0.0714,0.0000,0.0357
Closure_137,3,7,1.0000,1.0000,0.0000,0.3333
Closure_137,3,8,0.9810,1.0000,0.0000,0.3270
Closure_137,3,9,1.0000,1.0000,0.0000,0.3333
Closure_137,4,5,1.0000,0.2857,0.0000,0.1429
Closure_137,4,6,0.0000,0.0000,0.0000,0.0000
Closure_137,4,7,0.0000,1.0000,0.0000,0.0000
Closure_137,4,8,1.0000,1.0000,0.0000,0.3333
Closure_137,4,9,0.0000,1.0000,0.0000,0.0000
Closure_137,5,6,1.0000,0.2857,0.0000,0.1429
Closure_137,5,7,1.0000,1.0000,0.0000,0.3333
Closure_137,5,8,0.6087,1.0000,0.0000,0.2029
Closure_137,5,9,1.0000,1.0000,0.0000,0.3333
Closure_137,6,7,0.0000,1.0000,0.0000,0.0000
Closure_137,6,8,1.0000,1.0000,0.0000,0.3333
Closure_137,6,9,0.0000,1.0000,0.0000,0.0000
Closure_137,7,8,1.0000,1.0000,0.0000,0.3333
Closure_137,7,9,0.0000,1.0000,0.0000,0.0000
Closure_137,8,9,1.0000,0.1000,0.0000,0.0500
Closure_138,0,1,0.4667,0.2593,0.0000,0.0605
Closure_138,0,2,0.9628,1.0000,0.0000,0.3209
Closure_138,1,2,0.9745,1.0000,0.0000,0.3248
Closure_139,0,1,0.0000,0.0000,0.0000,0.0000
Closure_139,0,2,1.0000,0.0000,0.0000,0.0000
Closure_139,0,3,1.0000,0.1333,0.0000,0.0667
Closure_139,1,2,1.0000,0.0000,0.0000,0.0000
Closure_139,1,3,1.0000,0.1333,0.0000,0.0667
Closure_139,2,3,0.6562,0.1333,0.0000,0.0437
Closure_140,0,1,0.0000,0.0000,0.0000,0.0000
Closure_140,0,2,1.0000,0.1111,0.0000,0.0556
Closure_140,1,2,1.0000,0.1111,0.0000,0.0556
Closure_141,0,1,0.6466,1.0000,0.0000,0.2155
Closure_141,0,2,1.0000,1.0000,0.0000,0.3333
Closure_141,1,2,1.0000,0.0769,0.0000,0.0385
Closure_142,0,1,0.0000,1.0000,0.1000,0.0000
Closure_142,0,2,0.0000,1.0000,0.1000,0.0000
Closure_142,1,2,0.0000,0.0000,0.0000,0.0000
Closure_143,0,1,0.2800,1.0000,0.0000,0.0933
Closure_144,0,1,1.0000,0.0800,0.0000,0.0400
Closure_144,0,2,0.0000,0.0000,0.0000,0.0000
Closure_144,0,3,1.0000,0.3600,0.0000,0.1800
Closure_144,0,4,0.0000,1.0000,0.0000,0.0000
Closure_144,0,5,0.0000,1.0000,0.0000,0.0000
Closure_144,0,6,0.0000,1.0000,0.0000,0.0000
Closure_144,0,7,0.0000,1.0000,0.3000,0.0000
Closure_144,0,8,1.0000,1.0000,0.3000,0.5333
Closure_144,1,2,1.0000,0.0800,0.0000,0.0400
Closure_144,1,3,0.6831,0.4400,0.0000,0.1503
Closure_144,1,4,1.0000,1.0000,0.0000,0.3333
Closure_144,1,5,1.0000,1.0000,0.0000,0.3333
Closure_144,1,6,1.0000,1.0000,0.0000,0.3333
Closure_144,1,7,1.0000,1.0000,0.3000,0.5333
Closure_144,1,8,0.7486,1.0000,0.3000,0.3992
Closure_144,2,3,1.0000,0.3600,0.0000,0.1800
Closure_144,2,4,0.0000,1.0000,0.0000,0.0000
Closure_144,2,5,0.0000,1.0000,0.0000,0.0000
Closure_144,2,6,0.0000,1.0000,0.0000,0.0000
Closure_144,2,7,0.0000,1.0000,0.3000,0.0000
Closure_144,2,8,1.0000,1.0000,0.3000,0.5333
Closure_144,3,4,1.0000,1.0000,0.0000,0.3333
Closure_144,3,5,1.0000,1.0000,0.0000,0.3333
Closure_144,3,6,1.0000,1.0000,0.0000,0.3333
Closure_144,3,7,1.0000,1.0000,0.3000,0.5333
Closure_144,3,8,0.6061,1.0000,0.3000,0.3232
Closure_144,4,5,0.0000,0.0000,0.0000,0.0000
Closure_144,4,6,0.0000,0.0000,0.0000,0.0000
Closure_144,4,7,0.0000,1.0000,0.3000,0.0000
Closure_144,4,8,1.0000,1.0000,0.3000,0.5333
Closure_144,5,6,0.0000,0.0000,0.0000,0.0000
Closure_144,5,7,0.0000,1.0000,0.3000,0.0000
Closure_144,5,8,1.0000,1.0000,0.3000,0.5333
Closure_144,6,7,0.0000,1.0000,0.3000,0.0000
Closure_144,6,8,1.0000,1.0000,0.3000,0.5333
Closure_144,7,8,1.0000,1.0000,0.0000,0.3333
Closure_147,0,1,1.0000,1.0000,0.0000,0.3333
Closure_148,0,1,0.0000,1.0000,0.0000,0.0000
Closure_148,0,2,1.0000,1.0000,0.0000,0.3333
Closure_148,0,3,1.0000,1.0000,0.0000,0.3333
Closure_148,0,4,1.0000,1.0000,0.0000,0.3333
Closure_148,0,5,1.0000,1.0000,0.0000,0.3333
Closure_148,0,6,0.0000,1.0000,0.0000,0.0000
Closure_148,0,7,1.0000,1.0000,0.0000,0.3333
Closure_148,0,8,1.0000,1.0000,0.0000,0.3333
Closure_148,0,9,1.0000,1.0000,0.0000,0.3333
Closure_148,0,10,1.0000,1.0000,0.0000,0.3333
Closure_148,0,11,1.0000,1.0000,0.0000,0.3333
Closure_148,0,12,1.0000,1.0000,0.0000,0.3333
Closure_148,0,13,1.0000,1.0000,0.0000,0.3333
Closure_148,0,14,1.0000,1.0000,0.0000,0.3333
Closure_148,0,15,1.0000,1.0000,0.0000,0.3333
Closure_148,1,2,1.0000,0.1579,0.0000,0.0789
Closure_148,1,3,1.0000,0.1579,0.0000,0.0789
Closure_148,1,4,1.0000,0.0526,0.0000,0.0263
Closure_148,1,5,1.0000,0.1053,0.0000,0.0526
Closure_148,1,6,0.0000,0.0000,0.0000,0.0000
Closure_148,1,7,1.0000,0.1053,0.0000,0.0526
Closure_148,1,8,1.0000,0.1579,0.0000,0.0789
Closure_148,1,9,1.0000,0.0526,0.0000,0.0263
Closure_148,1,10,1.0000,0.0000,0.0000,0.0000
Closure_148,1,11,1.0000,0.0000,0.0000,0.0000
Closure_148,1,12,1.0000,0.0000,0.0000,0.0000
Closure_148,1,13,1.0000,0.2632,0.0000,0.1316
Closure_148,1,14,1.0000,0.1053,0.0000,0.0526
Closure_148,1,15,1.0000,0.1053,0.0000,0.0526
Closure_148,2,3,1.0000,0.3158,0.0000,0.1579
Closure_148,2,4,0.8144,0.2105,0.0000,0.0857
Closure_148,2,5,0.9879,0.2632,0.0000,0.1300
Closure_148,2,6,1.0000,0.1579,0.0000,0.0789
Closure_148,2,7,0.9858,0.2632,0.0000,0.1297
Closure_148,2,8,0.5000,0.3158,0.0000,0.0789
Closure_148,2,9,0.9880,0.2105,0.0000,0.1040
Closure_148,2,10,0.8435,0.1579,0.0000,0.0666
Closure_148,2,11,1.0000,0.1579,0.0000,0.0789
Closure_148,2,12,1.0000,0.1579,0.0000,0.0789
Closure_148,2,13,0.9542,0.4211,0.0000,0.2009
Closure_148,2,14,0.9820,0.2632,0.0000,0.1292
Closure_148,2,15,0.9952,0.2632,0.0000,0.1310
Closure_148,3,4,0.8742,0.2105,0.0000,0.0920
Closure_148,3,5,0.8824,0.2632,0.0000,0.1161
Closure_148,3,6,1.0000,0.1579,0.0000,0.0789
Closure_148,3,7,0.9148,0.2632,0.0000,0.1204
Closure_148,3,8,0.9394,0.3158,0.0000,0.1483
Closure_148,3,9,0.9733,0.2105,0.0000,0.1024
Closure_148,3,10,0.8469,0.1579,0.0000,0.0669
Closure_148,3,11,0.9476,0.1579,0.0000,0.0748
Closure_148,3,12,0.9723,0.1579,0.0000,0.0768
Closure_148,3,13,0.9470,0.4211,0.0000,0.1994
Closure_148,3,14,0.8863,0.2632,0.0000,0.1166
Closure_148,3,15,0.8789,0.2632,0.0000,0.1156
Closure_148,4,5,0.9266,0.1579,0.0000,0.0732
Closure_148,4,6,1.0000,0.0526,0.0000,0.0263
Closure_148,4,7,0.9045,0.1579,0.0000,0.0714
Closure_148,4,8,0.6807,0.2105,0.0000,0.0716
Closure_148,4,9,0.9595,0.1053,0.0000,0.0505
Closure_148,4,10,0.8632,0.0526,0.0000,0.0227
Closure_148,4,11,0.9622,0.0526,0.0000,0.0253
Closure_148,4,12,0.9758,0.0526,0.0000,0.0257
Closure_148,4,13,0.9228,0.3158,0.0000,0.1457
Closure_148,4,14,0.9499,0.1579,0.0000,0.0750
Closure_148,4,15,0.9749,0.1579,0.0000,0.0770
Closure_148,5,6,1.0000,0.1053,0.0000,0.0526
Closure_148,5,7,0.9826,0.2105,0.0000,0.1034
Closure_148,5,8,0.9268,0.2632,0.0000,0.1219
Closure_148,5,9,0.9693,0.1579,0.0000,0.0765
Closure_148,5,10,0.9072,0.1053,0.0000,0.0477
Closure_148,5,11,0.9899,0.1053,0.0000,0.0521
Closure_148,5,12,0.9888,0.1053,0.0000,0.0520
Closure_148,5,13,0.9245,0.3684,0.0000,0.1703
Closure_148,5,14,0.9686,0.2105,0.0000,0.1020
Closure_148,5,15,0.9482,0.2105,0.0000,0.0998
Closure_148,6,7,1.0000,0.1053,0.0000,0.0526
Closure_148,6,8,1.0000,0.1579,0.0000,0.0789
