bug_id,hunk_count,pair_count,avg_lexical,avg_ast,avg_file,avg_divergence
Math_98,2,1,0.4514,1.0,0.25,0.2257
Mockito_14,4,6,0.89345,0.859733,0.266667,0.529283
Mockito_16,3,3,0.911567,0.937567,0.4,0.694533
Mockito_17,4,6,0.962283,0.82845,0.333333,0.587883
Mockito_19,9,36,0.917928,0.934214,0.243056,0.478214
Mockito_30,2,1,0.9475,1.0,0.7143,0.767
Time_1,2,1,1.0,1.0,0.375,0.5833
Time_12,4,6,0.648433,0.802533,0.190467,0.302017
Time_2,3,3,0.943067,0.938933,0.25,0.620567
Time_26,8,28,0.472111,0.808121,0.174107,0.294782
